agent_run_id,metadata.instance_id,metadata.model_name,metadata.resolved,metadata.turns,tag,created_at
1a4d69d6-df02-402c-8e98-a4d6bb459374,instance_qutebrowser__qutebrowser-5e0d6dc1483cb3336ea0e3dcbd4fe4aa00fc1742-v5149fcda2a9a6fe1d35dfed1bade1444a11ef271,Kimi - paper,false,26,,"Oct 13, 2025, 10:41 PM UTC"
ff1b5cc8-7c30-4b74-83ae-ee1b0aefcc61,instance_qutebrowser__qutebrowser-70248f256f93ed9b1984494d0a1a919ddd774892-v2ef375ac784985212b1805e1d0431dc8f1b3c171,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
a80800a1-dedd-4aff-9f8f-2e099b5aa794,instance_element-hq__element-web-1077729a19c0ce902e713cf6fab42c91fb7907f1-vnan,Kimi - paper,false,46,,"Oct 13, 2025, 10:41 PM UTC"
2fd120ac-0eb1-4534-af5b-4d84afb0131d,instance_element-hq__element-web-f0359a5c180b8fec4329c77adcf967c8d3b7b787-vnan,Kimi - paper,false,33,,"Oct 13, 2025, 10:41 PM UTC"
3f096e4a-b3ad-4164-aa18-3ef0e6a2ebc7,instance_ansible__ansible-bf98f031f3f5af31a2d78dc2f0a58fe92ebae0bb-v1055803c3a812189a1133297f7f5468579283f86,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
e6e2adc8-2dbf-4353-ad7f-b7e8d12cd55a,instance_flipt-io__flipt-756f00f79ba8abf9fe53f3c6c818123b42eb7355,Kimi - paper,false,44,,"Oct 13, 2025, 10:41 PM UTC"
9477f2fa-59b8-47ea-b46c-41c3f98221e8,instance_navidrome__navidrome-dfa453cc4ab772928686838dc73d0130740f054e,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
a64d83df-776e-40da-beac-8036b0e1d6ea,instance_NodeBB__NodeBB-3c85b944e30a0ba8b3ec9e1f441c74f383625a15-v4fbcfae8b15e4ce5d132c408bca69ebb9cf146ed,Kimi - paper,true,50,,"Oct 13, 2025, 10:41 PM UTC"
ceadaa27-5d38-451c-b458-3b23898c741d,instance_gravitational__teleport-b8fbb2d1e90ffcde88ed5fe9920015c1be075788-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,Kimi - paper,false,20,,"Oct 13, 2025, 10:41 PM UTC"
a88251a2-62a0-4e6a-8009-98f8789ee951,instance_navidrome__navidrome-bf2bcb12799b21069f137749e0c331f761d1f693,Kimi - paper,true,51,,"Oct 13, 2025, 10:41 PM UTC"
c7cd6a57-54e6-4b4a-9c10-a363f8664b31,instance_flipt-io__flipt-518ec324b66a07fdd95464a5e9ca5fe7681ad8f9,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
77f62c66-0889-4996-a53e-59b746a7b031,instance_element-hq__element-web-6205c70462e0ce2e1e77afb3a70b55d0fdfe1b31-vnan,Kimi - paper,true,51,,"Oct 13, 2025, 10:41 PM UTC"
1b0d0757-8a4c-4498-8547-58c6b936e918,instance_protonmail__webclients-6e165e106d258a442ae849cdf08260329cb92d39,Kimi - paper,false,39,,"Oct 13, 2025, 10:41 PM UTC"
6827deb7-5b1a-4223-9ed6-910331a020bf,instance_gravitational__teleport-c1b1c6a1541c478d7777a48fca993cc8206c73b9,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
331b9bb6-b940-4030-9c26-7e6073231d62,instance_navidrome__navidrome-1e96b858a91c640fe64e84c5e5ad8cc0954ea38d,Kimi - paper,false,29,,"Oct 13, 2025, 10:41 PM UTC"
e7bc56fe-de57-41aa-9a31-8d0ed9e47c6c,instance_ansible__ansible-d30fc6c0b359f631130b0e979d9a78a7b3747d48-v1055803c3a812189a1133297f7f5468579283f86,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
b8532939-c9a3-41d3-967b-535cc2962826,instance_ansible__ansible-f86c58e2d235d8b96029d102c71ee2dfafd57997-v0f01c69f1e2528b935359cfe578530722bca2c59,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
dcfb4e75-d8d6-4cf2-acf6-c79a3584098b,instance_navidrome__navidrome-8383527aaba1ae8fa9765e995a71a86c129ef626,Kimi - paper,true,51,,"Oct 13, 2025, 10:41 PM UTC"
6cb23aa7-a799-4f3c-907c-2a1f1feac9aa,instance_protonmail__webclients-cfd7571485186049c10c822f214d474f1edde8d1,Kimi - paper,false,25,,"Oct 13, 2025, 10:41 PM UTC"
963448c6-a59d-465b-af40-bb1851b5ea1b,instance_future-architect__vuls-139f3a81b66c47e6d8f70ce6c4afe7a9196a6ea8,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
736e5d99-a578-49db-a5a3-0bd564626059,instance_ansible__ansible-a26c325bd8f6e2822d9d7e62f77a424c1db4fbf6-v0f01c69f1e2528b935359cfe578530722bca2c59,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
7f1efeb2-a6d5-4279-8bc4-6e891157c5ed,instance_navidrome__navidrome-f7d4fcdcc1a59d1b4f835519efb402897757e371,Kimi - paper,true,51,,"Oct 13, 2025, 10:41 PM UTC"
e60f09a3-89b9-411a-b590-5c23f5246d70,instance_gravitational__teleport-10123c046e21e1826098e485a4c2212865a49d9f,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
215c4d8c-f455-48f1-ac88-545e72f189fe,instance_future-architect__vuls-aaea15e516ece43978cf98e09e52080478b1d39f,Kimi - paper,false,45,,"Oct 13, 2025, 10:41 PM UTC"
fc609d8a-302f-42e1-a53e-378cd6a9057c,instance_ansible__ansible-c1f2df47538b884a43320f53e787197793b105e8-v906c969b551b346ef54a2c0b41e04f632b7b73c2,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
23a0a5b2-50aa-4b7b-9d87-d6a579ef88e1,instance_future-architect__vuls-17ae386d1e185ba742eea4668ca77642e22b54c4,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
7ce23650-dcaf-4336-a453-7b830242f897,instance_gravitational__teleport-78b0d8c72637df1129fb6ff84fc49ef4b5ab1288,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
e1da6a4b-4452-42e3-ad41-dde023ea8222,instance_protonmail__webclients-f161c10cf7d31abf82e8d64d7a99c9fac5acfa18,Kimi - paper,true,35,,"Oct 13, 2025, 10:41 PM UTC"
bf90975e-a8c4-47b7-8ccb-095f16fc3209,instance_future-architect__vuls-878c25bf5a9c9fd88ac32eb843f5636834d5712d,Kimi - paper,false,34,,"Oct 13, 2025, 10:41 PM UTC"
79bb65b2-2ea0-45cb-b730-fefcfec6f6b3,instance_gravitational__teleport-629dc432eb191ca479588a8c49205debb83e80e2,Kimi - paper,false,27,,"Oct 13, 2025, 10:41 PM UTC"
eae91ab0-cb3c-4309-8058-806ef3d1fe01,instance_NodeBB__NodeBB-51d8f3b195bddb13a13ddc0de110722774d9bb1b-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
316eb922-11c8-4bf2-8766-50dee00e4783,instance_ansible__ansible-7e1a347695c7987ae56ef1b6919156d9254010ad-v390e508d27db7a51eece36bb6d9698b63a5b638a,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
1a4c9ea0-7bf8-48e0-b8ac-ed3b4adfa2e6,instance_future-architect__vuls-36456cb151894964ba1683ce7da5c35ada789970,Kimi - paper,true,51,,"Oct 13, 2025, 10:41 PM UTC"
7d959746-d580-4faa-8dc5-d33fd9f40785,instance_qutebrowser__qutebrowser-66cfa15c372fa9e613ea5a82d3b03e4609399fb6-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,Kimi - paper,true,51,,"Oct 13, 2025, 10:41 PM UTC"
